satisfaction,evaluation,projects,hours,tenure,accident,left,promotion,department,salary
7.7,8.1,5,145,1,no,no,no,technical,medium
6.9,9.5,5,224,1,no,no,yes,product_rand,medium
5,5.5,3,135,2,no,yes,no,acct_it,medium
8.2,5.3,4,213,2,no,no,no,support_hr,high
8.7,6.9,3,221,3,no,no,no,support_hr,low
4.9,5,1,135,2,no,yes,no,management,medium
4.7,5.6,1,135,2,no,yes,no,management,medium
7.8,9.8,3,210,1,no,no,no,management,low
7.1,9.9,2,261,2,yes,no,yes,product_rand,medium
8,5.5,4,142,1,no,no,no,mktg_sales,low
3.2,5.6,5,283,6,no,no,no,product_rand,medium
8.3,6.2,3,157,3,no,no,no,mktg_sales,low
8.2,9.6,3,158,2,no,no,no,acct_it,low
6.7,6.2,5,185,3,no,no,no,management,medium
8.2,8.1,4,243,1,yes,no,no,mktg_sales,low
9.2,9.7,5,237,4,no,yes,no,management,medium
6.8,5.7,6,147,2,yes,no,no,mktg_sales,medium
6,8.3,5,153,2,no,no,no,technical,medium
5.1,4.6,2,154,2,no,yes,no,technical,medium
2.7,6.8,4,149,2,no,no,no,management,medium
6.4,5.8,4,252,2,no,no,no,technical,medium
6.9,5.6,4,235,1,no,no,no,technical,high
7.5,9.4,5,255,4,no,yes,no,product_rand,low
7.6,7.4,3,219,2,no,no,no,product_rand,high
7.7,5.1,6,258,1,no,no,no,product_rand,low
3.1,9.4,4,139,3,no,no,no,product_rand,medium
7.5,7,2,158,2,yes,no,no,product_rand,medium
3.3,9.8,6,290,4,yes,no,no,product_rand,low
4.3,4.6,2,125,2,no,yes,no,technical,medium
4.7,6.8,5,273,2,no,no,no,product_rand,medium
7.8,9.9,3,256,4,yes,yes,no,technical,medium
4.5,4.9,1,128,2,no,yes,no,technical,medium
3.6,7.7,3,164,5,no,no,no,mktg_sales,medium
10,3.9,2,214,4,no,no,no,product_rand,low
6.1,5.9,1,106,1,no,no,no,support_hr,high
6.2,7.7,5,138,2,no,no,no,mktg_sales,low
7,8.4,4,220,2,no,no,no,management,low
8.2,5.7,4,157,1,no,no,no,technical,medium
5.2,4,2,112,2,no,no,no,product_rand,high
9.4,9.8,2,241,1,no,no,no,product_rand,low
6.3,5.7,5,197,1,no,no,no,product_rand,medium
9.4,9.9,4,212,2,yes,no,no,technical,high
4.6,5.4,2,152,2,no,yes,no,management,low
8.9,10,4,224,5,yes,yes,no,acct_it,low
5.4,5.6,3,224,2,yes,no,no,technical,low
1.9,8.5,5,271,3,no,yes,no,product_rand,low
1.8,8.7,7,292,3,no,yes,no,mktg_sales,low
4.6,8.7,4,251,3,no,no,no,product_rand,low
6.4,5.4,3,141,2,yes,no,no,acct_it,low
5.7,6.9,7,139,4,no,no,no,product_rand,medium
9.6,7,3,207,2,no,no,no,technical,high
9.2,5.8,3,258,2,no,no,no,product_rand,medium
4.4,5.2,2,176,2,no,no,no,technical,medium
8.6,8.5,4,153,3,no,no,no,technical,low
6.5,8.6,5,195,3,no,yes,no,management,low
6.6,7.8,6,246,5,no,no,no,product_rand,low
8,8.1,2,223,1,no,yes,no,product_rand,low
9.1,4.9,4,260,1,no,no,no,product_rand,medium
7.6,9.9,4,157,2,no,no,no,product_rand,medium
9.1,7.4,6,247,2,no,no,no,management,medium
5.7,5.1,4,212,3,no,no,no,management,low
4.3,5.2,2,159,2,no,yes,no,management,low
2.2,9,5,268,5,no,no,no,acct_it,high
7.5,7.6,2,259,3,no,no,no,technical,medium
1.9,7.7,6,242,3,no,yes,no,product_rand,low
4.6,4.7,1,129,2,no,yes,no,product_rand,medium
8.3,5.1,4,164,1,no,no,no,technical,medium
8.9,9.8,4,148,2,no,no,no,management,medium
6.5,6.8,4,194,1,no,no,no,product_rand,medium
6.7,4.9,4,153,2,no,no,no,acct_it,medium
6.1,8.8,2,171,2,no,no,no,management,low
5.4,4.2,3,270,2,no,no,no,technical,low
7.2,8.3,5,250,2,no,no,no,support_hr,medium
9.6,8.5,3,250,2,no,no,no,product_rand,high
6.5,6.2,2,191,1,yes,no,no,management,low
1.8,8.5,5,291,3,no,yes,no,management,high
7,9.7,3,194,2,no,no,no,management,medium
5.9,6.5,4,208,3,yes,no,no,product_rand,low
4.3,5.7,2,154,2,no,yes,no,acct_it,low
4.2,6.2,5,237,1,no,yes,no,acct_it,medium
8.4,6.2,2,154,5,no,no,no,acct_it,low
2.2,6,2,181,4,no,no,no,management,low
2,8,6,303,3,no,yes,no,technical,low
9.7,8.9,4,268,2,no,no,no,product_rand,low
3.7,4.7,1,158,3,no,no,no,product_rand,medium
9.4,5.1,2,200,1,no,no,yes,mktg_sales,medium
7.8,8.3,3,146,2,no,no,no,management,medium
7.8,6,4,174,1,no,no,no,management,low
8.4,8.9,4,198,2,no,no,yes,acct_it,medium
5,7.4,5,253,5,no,no,no,mktg_sales,medium
8.3,6.2,2,242,5,no,no,yes,product_rand,low
6.9,7,5,181,1,no,no,no,management,low
8.7,9.8,4,268,4,no,yes,no,acct_it,low
7.6,7.4,2,255,3,yes,no,no,product_rand,medium
5.1,5.7,1,149,2,no,yes,no,management,low
2,9.6,7,267,3,yes,yes,no,acct_it,low
6.7,6.5,3,247,5,yes,no,no,product_rand,low
9.6,4.8,3,199,5,no,no,no,acct_it,low
2,8.2,7,275,3,no,yes,no,mktg_sales,low
5,8.7,4,105,3,no,no,no,acct_it,high
8.8,5.7,5,230,2,no,no,no,mktg_sales,low
8.3,9.1,5,233,4,no,yes,no,management,low
9.3,6.3,5,222,7,yes,no,no,product_rand,low
7.6,8.6,2,217,3,no,no,no,mktg_sales,low
5.1,4.2,5,141,1,no,no,no,product_rand,low
5.1,5.7,2,154,2,no,yes,no,product_rand,low
9.5,8.7,4,230,2,no,no,no,product_rand,low
9.9,5,6,219,1,no,no,no,acct_it,low
9,5,4,132,1,yes,no,no,acct_it,low
5.7,5.4,4,184,2,no,no,no,product_rand,low
9.6,6.4,6,238,2,no,no,no,mktg_sales,medium
8,9.9,4,240,4,no,yes,no,product_rand,medium
9.6,9,4,168,3,no,no,no,technical,low
7.8,4.8,1,280,5,no,no,no,management,low
7.9,9.4,5,229,5,no,yes,no,management,low
10,5.3,2,139,2,no,no,no,product_rand,low
4,5.1,1,164,2,no,no,no,management,medium
7.3,9,6,249,1,no,no,no,management,medium
8.8,6.4,4,235,1,yes,no,no,technical,medium
8.7,9.3,1,257,1,no,no,no,management,low
4.7,5.4,1,140,2,no,yes,no,management,low
9.6,7.3,2,188,2,yes,no,no,management,high
4.7,5.4,3,151,2,yes,yes,no,product_rand,low
7,6.1,3,247,1,no,no,no,product_rand,low
6.5,3.8,3,269,2,no,no,no,product_rand,low
9.2,8.9,1,216,3,no,no,no,acct_it,low
1.9,7.9,6,286,3,no,yes,no,technical,medium
7.4,5.7,1,186,3,no,no,no,product_rand,low
8.7,9.5,5,154,2,no,no,yes,product_rand,medium
5.4,8.4,5,196,2,no,no,no,mktg_sales,medium
9.5,9.3,3,217,2,no,no,no,technical,low
4.3,4.8,2,161,2,no,yes,no,technical,low
6.2,6.7,6,135,9,no,no,no,acct_it,medium
6.8,9,4,278,4,no,no,no,support_hr,medium
7.6,8.8,6,236,3,yes,no,no,product_rand,medium
4.4,4.6,3,154,2,no,yes,no,product_rand,low
6.4,9.1,2,167,3,no,no,no,management,low
1.9,8.4,6,290,3,no,yes,no,mktg_sales,low
7.3,6,5,155,2,no,no,no,mktg_sales,low
2,9,7,268,3,no,yes,no,acct_it,medium
7,7.5,3,135,1,no,no,no,technical,medium
5.4,9.4,3,173,2,no,no,no,product_rand,medium
5.9,9.8,4,193,2,no,no,no,acct_it,low
6.7,9.3,5,172,2,yes,no,no,management,low
6.9,6.1,4,265,2,no,no,no,technical,low
7.4,8.1,2,140,2,no,no,no,management,medium
4.6,4.9,2,130,2,no,yes,no,product_rand,low
8.2,5.1,4,136,2,yes,no,no,product_rand,medium
7,6.5,6,247,2,no,no,no,management,low
7.4,6.8,3,218,3,no,no,no,acct_it,medium
7.3,8.3,4,180,2,no,no,no,management,medium
7.1,6.8,2,138,2,no,no,no,product_rand,medium
5.1,5.1,2,159,2,no,yes,no,product_rand,medium
6.2,8.6,5,201,2,no,no,no,management,low
8.1,8.6,5,239,4,no,yes,no,management,medium
5.5,8,4,265,2,no,no,no,acct_it,high
5.8,3.7,3,177,2,no,no,no,management,medium
9.3,6.8,4,192,2,yes,no,no,acct_it,low
5.1,5.4,1,134,2,no,yes,no,acct_it,medium
6.9,7.6,2,155,3,yes,no,no,mktg_sales,low
5.1,5.7,1,153,2,no,yes,no,product_rand,high
4.7,5,1,154,2,no,yes,no,mktg_sales,low
6.8,6.6,3,188,3,no,no,no,product_rand,medium
4.2,5.6,3,137,2,no,yes,no,product_rand,low
7.8,9.8,4,144,1,no,no,no,technical,low
7.2,9.3,4,233,2,no,no,no,technical,medium
9.3,9.7,3,233,4,yes,no,yes,management,medium
5.7,8,3,154,2,no,no,no,product_rand,medium
6.6,8.5,3,220,1,no,no,no,support_hr,high
5.6,5.5,2,102,6,no,no,yes,support_hr,medium
6,6.6,2,166,1,no,no,no,acct_it,low
8,9.3,4,229,4,no,yes,no,product_rand,medium
9.6,7.6,4,231,1,yes,no,no,product_rand,medium
5.5,7.7,3,261,2,no,no,no,technical,medium
8.7,6.4,3,140,1,no,no,no,management,medium
5,5.4,2,147,2,no,yes,no,support_hr,low
9.6,7.3,3,242,2,yes,no,no,technical,low
9.6,5.8,6,178,2,no,no,no,technical,low
5.9,8.4,4,128,2,no,no,no,technical,low
4.4,4.7,1,131,2,no,yes,no,product_rand,medium
2.3,7.3,5,237,4,no,no,no,technical,medium
6.6,4.2,1,123,1,no,no,no,product_rand,low
9.5,6.1,3,139,1,no,no,no,management,medium
8,7.4,5,255,3,no,no,no,acct_it,low
2,8.1,5,309,3,no,yes,no,product_rand,low
6.4,6.6,4,135,3,no,no,no,acct_it,medium
2,7.9,6,309,3,no,yes,no,mktg_sales,medium
7.1,5.8,3,217,1,no,no,no,product_rand,high
3.2,7.8,5,134,4,no,no,no,product_rand,low
4.3,5.5,1,156,2,no,yes,no,acct_it,medium
2.9,9.9,7,163,3,yes,no,no,mktg_sales,low
8.5,5.1,3,211,2,no,no,no,mktg_sales,high
4.3,5.1,3,129,2,no,yes,no,acct_it,medium
3.1,8.8,4,198,2,no,no,no,acct_it,low
7.6,7.2,3,164,2,no,no,no,acct_it,medium
4.6,5.3,3,150,2,no,yes,no,mktg_sales,medium
6.9,7.5,5,148,1,no,no,no,mktg_sales,medium
7.3,7.3,4,198,1,no,no,no,mktg_sales,low
6.3,6.2,4,207,3,no,no,no,management,medium
5.9,7.1,4,151,2,no,no,no,acct_it,low
3.4,5.4,7,280,2,no,yes,no,acct_it,low
6,9.8,5,134,1,no,no,no,acct_it,medium
5.6,7.3,5,171,2,no,no,no,product_rand,medium
5.3,7.4,3,271,7,yes,no,no,support_hr,medium
8.9,5.5,3,204,3,no,no,no,mktg_sales,low
3.2,8.8,6,202,4,yes,no,no,product_rand,medium
7.3,4.8,4,235,2,no,no,no,product_rand,low
9,5.6,3,227,1,no,no,no,management,medium
6.5,5,4,176,2,no,no,no,management,medium
10,7.2,4,194,6,yes,no,no,product_rand,medium
8.8,7.1,2,137,1,no,no,no,product_rand,low
9.5,5.3,3,181,2,no,no,no,technical,medium
7,5.8,2,247,2,no,no,no,acct_it,medium
6.5,4.2,2,103,1,no,no,no,management,medium
5,5.1,2,141,2,no,yes,no,product_rand,low
6,7.6,4,256,2,no,no,no,management,medium
6.9,5.5,6,215,1,no,no,no,technical,low
4.3,4.9,2,152,2,no,yes,no,technical,low
6.1,5.3,3,164,2,no,no,no,management,low
8.4,5.2,5,232,1,no,no,no,management,medium
8.4,9.2,6,254,2,no,no,no,support_hr,medium
9.9,6.8,5,267,9,yes,no,no,management,medium
7.5,5.4,4,224,1,yes,no,no,product_rand,low
2,7.9,8,303,3,no,yes,no,mktg_sales,medium
4.1,8.1,3,116,2,yes,no,no,product_rand,low
4.5,5.6,1,129,2,no,yes,no,management,low
9.4,6.7,4,165,2,no,no,no,acct_it,medium
8.1,8.1,5,206,2,no,no,no,mktg_sales,medium
5.3,9.9,5,177,1,no,no,no,technical,low
4.8,8.5,3,149,2,no,no,no,product_rand,low
6.9,8.8,5,268,3,no,no,no,management,medium
8.2,9.9,5,181,4,no,no,no,mktg_sales,low
8.7,7.7,6,228,1,no,no,no,product_rand,medium
6.1,5.5,3,262,1,no,no,no,technical,medium
6,6.1,5,274,3,yes,no,no,product_rand,low
4.4,5.5,1,128,2,no,yes,no,product_rand,low
4.2,7.1,6,206,3,yes,no,no,acct_it,medium
7.5,5.6,3,172,1,no,no,no,management,medium
2.2,6.9,4,130,3,no,no,no,product_rand,high
6.7,8.6,5,207,5,no,no,no,acct_it,medium
5.5,5,5,169,1,no,no,no,management,medium
9.7,4.8,5,220,2,no,no,no,mktg_sales,medium
8.1,6.6,3,137,3,no,no,no,management,low
8.6,5.4,4,240,2,no,no,no,product_rand,low
1.9,9.3,5,292,3,yes,yes,no,management,low
6.7,6.4,2,181,2,no,no,no,technical,low
2.2,7.2,4,152,4,no,no,no,management,medium
9,3.9,4,220,1,no,no,no,acct_it,low
8.1,8.6,3,130,4,no,no,no,management,low
2.5,9.3,4,180,4,no,no,no,technical,high
9.1,5.1,3,217,1,no,no,no,product_rand,low
8.7,8.4,6,254,4,no,yes,no,mktg_sales,medium
5.6,3.9,5,137,5,yes,no,yes,acct_it,low
2.9,6.2,4,249,2,yes,no,no,mktg_sales,low
1.8,8,6,303,4,no,yes,no,acct_it,medium
6.7,8,2,244,2,no,no,no,acct_it,medium
7.1,5.1,3,198,2,no,no,no,product_rand,low
9.8,5.7,5,138,2,no,no,yes,product_rand,high
6.7,6.6,3,257,3,yes,no,no,mktg_sales,low
8.8,4.2,5,251,4,no,no,no,product_rand,low
7.8,7.1,5,145,3,yes,no,no,technical,medium
2.3,6.6,5,280,3,yes,no,no,technical,medium
6.3,9.3,3,267,2,yes,no,no,product_rand,low
9.6,5.1,3,242,5,yes,no,no,management,low
9,8.7,4,252,4,no,yes,no,mktg_sales,medium
7.7,7.4,2,156,2,no,no,no,management,medium
4.8,5.3,2,204,3,no,yes,no,acct_it,medium
2.6,6.7,4,287,4,no,no,no,technical,low
7.8,7.1,3,236,2,yes,no,no,technical,low
6,4.8,2,134,2,no,no,no,mktg_sales,low
9.2,10,3,253,4,no,yes,no,technical,medium
6,9.8,2,221,2,no,no,no,acct_it,low
7.9,8.4,2,187,3,no,no,no,product_rand,medium
4.6,5.5,3,153,2,no,yes,no,product_rand,low
6.9,7.6,2,167,4,no,no,no,technical,low
6,9.9,4,243,2,no,no,no,product_rand,low
5.4,6,5,139,2,no,no,no,acct_it,low
9.4,9,3,258,3,no,no,no,acct_it,low
6.5,9.6,4,215,1,no,no,no,technical,medium
5.3,4.5,3,278,1,yes,no,no,technical,high
8.9,8.8,6,229,4,yes,yes,no,technical,medium
8.7,9.8,5,222,2,no,no,yes,product_rand,medium
8.2,9.7,5,263,1,no,no,no,management,low
2.4,8.1,3,158,4,no,no,no,acct_it,medium
2,8.3,7,247,3,no,yes,no,technical,low
5.1,4.5,2,127,2,no,yes,no,product_rand,low
8.7,9.2,5,224,3,no,no,no,technical,medium
7.5,10,4,239,4,no,yes,no,product_rand,low
2.9,7,3,241,7,no,no,no,acct_it,medium
7.7,8.5,2,181,2,no,no,no,support_hr,medium
10,5.9,3,255,2,no,no,no,management,low
5.4,8,5,163,1,no,no,no,technical,medium
4.9,5.5,1,132,2,no,yes,no,product_rand,low
4.2,6.3,3,273,3,no,no,no,mktg_sales,low
6.8,9,3,210,2,no,no,no,management,medium
8.1,7.6,4,159,2,no,no,no,product_rand,low
8.7,9,2,167,1,no,yes,no,product_rand,medium
9.8,8.8,4,144,1,no,no,no,product_rand,low
5.1,7.3,5,257,3,no,no,no,mktg_sales,high
7.4,5.3,5,194,1,yes,no,no,product_rand,low
3.1,9.6,2,232,3,no,no,no,product_rand,medium
5.8,7.5,3,262,4,no,no,no,mktg_sales,low
8.5,9.3,2,243,1,no,no,no,management,low
2,7.7,5,245,3,no,yes,no,acct_it,medium
5.7,6.7,5,186,2,no,no,no,product_rand,medium
5,3.9,1,185,2,no,no,no,acct_it,low
6,6.2,5,229,2,no,no,no,technical,medium
6.6,4.9,4,174,2,no,no,no,product_rand,medium
8.5,6.9,5,150,1,no,no,no,management,low
8.7,6.7,6,198,2,no,no,no,mktg_sales,medium
8.5,3.6,5,245,2,no,no,no,product_rand,low
5.1,3.9,3,163,2,no,no,no,management,medium
6.8,5,5,192,2,no,no,no,technical,medium
2,7.7,8,274,3,no,yes,no,support_hr,low
7.7,8.4,2,234,3,no,no,no,product_rand,medium
6.4,9.8,4,207,3,no,no,no,management,medium
8.5,5.6,5,267,2,no,no,no,mktg_sales,low
2.2,6.3,7,223,5,no,no,no,product_rand,low
8.7,9.8,3,162,4,no,yes,no,product_rand,low
9.5,4.8,3,145,1,no,no,no,management,medium
9.2,6,4,155,2,no,no,no,mktg_sales,medium
8.2,8.6,3,137,1,no,no,no,mktg_sales,medium
8.9,8.2,5,106,1,no,no,no,management,medium
9.6,7.6,5,158,2,no,no,no,technical,low
4.3,4.5,1,139,2,no,yes,no,technical,low
4.3,8.6,7,265,2,no,no,no,acct_it,medium
5.6,10,3,166,2,yes,no,no,mktg_sales,medium
7.3,6.3,4,159,1,no,no,no,mktg_sales,medium
8,9.1,2,240,1,no,no,no,mktg_sales,high
7.7,5.2,3,215,2,no,no,no,management,medium
1.9,8.7,7,286,3,no,yes,no,technical,medium
2,8.8,4,252,3,no,yes,no,mktg_sales,medium
6.8,5.2,6,261,9,yes,no,no,support_hr,high
6.6,6.8,3,257,4,yes,no,no,mktg_sales,low
7.8,9.2,3,249,4,no,yes,yes,product_rand,low
6.9,5.2,4,144,3,yes,no,no,product_rand,medium
9.1,8.5,4,162,1,no,no,no,mktg_sales,medium
8.3,9.2,3,139,2,no,no,no,product_rand,medium
7.4,5.4,4,189,5,no,no,no,acct_it,low
6.2,4.8,4,250,2,no,no,no,product_rand,medium
9.8,7.7,4,223,1,yes,no,no,management,medium
5.6,7.4,5,99,2,no,no,no,management,low
8.6,10,5,258,4,no,yes,no,product_rand,low
8.6,6.3,3,119,2,yes,no,no,product_rand,low
4.7,4.6,3,129,2,no,yes,no,technical,low
1.8,9.6,7,294,3,no,yes,no,acct_it,low
8.8,5.3,3,139,2,no,no,no,product_rand,medium
4.6,4.7,1,147,2,no,yes,no,management,medium
2.4,7.8,3,197,4,no,no,no,acct_it,high
3.2,5.8,4,189,4,yes,no,no,acct_it,medium
6.7,9.7,5,146,2,no,no,no,management,low
4.7,5.5,1,151,2,no,yes,no,product_rand,low
4.3,4.8,1,128,2,no,yes,no,technical,medium
4.3,5.7,2,130,2,no,yes,no,product_rand,medium
6.9,5.3,3,165,5,no,no,no,management,low
6.9,6.6,3,167,1,no,no,no,product_rand,low
2.5,5.7,5,284,2,no,no,no,product_rand,low
7.8,7.8,1,255,2,no,no,no,mktg_sales,low
6.8,9.1,3,168,2,yes,no,no,management,low
5.7,6.3,4,205,2,no,no,yes,acct_it,medium
5.3,5.6,2,227,2,no,no,no,acct_it,low
8.7,6.1,4,265,2,no,no,no,management,low
9.6,7.1,4,200,7,yes,no,no,support_hr,medium
4.7,5.6,3,151,2,no,yes,yes,management,medium
9.5,9,3,260,2,no,no,no,mktg_sales,low
9.6,8.4,4,263,2,no,no,no,mktg_sales,low
7.8,9.7,4,222,1,no,no,no,management,medium
2,8.1,5,285,3,no,yes,no,product_rand,low
5.9,6.4,4,191,6,no,no,no,product_rand,medium
8.3,9.8,6,241,4,no,yes,no,technical,low
9.2,7.6,6,154,2,no,no,no,technical,low
7.8,9,5,255,4,no,yes,no,management,low
8.9,8.1,5,198,4,no,no,no,acct_it,medium
6.5,9.5,6,232,2,no,no,no,acct_it,medium
2.9,9,4,276,5,no,no,no,management,high
7.9,5.9,4,274,1,no,no,no,technical,high
2,8.7,7,260,3,no,yes,no,management,medium
7.8,7.7,4,222,2,no,no,no,technical,low
6.1,6.6,3,159,1,no,no,no,product_rand,low
8.6,5.5,3,268,2,yes,no,no,product_rand,medium
7.9,7,2,160,2,no,no,no,technical,medium
8.7,9.5,3,272,4,no,yes,no,management,low
5.3,5.7,5,271,3,no,yes,no,acct_it,low
7.7,10,5,277,4,no,yes,no,product_rand,low
7.5,7,3,237,1,no,no,no,support_hr,low
5,4.9,2,141,2,no,yes,no,product_rand,low
8.9,6,3,219,1,no,no,no,product_rand,low
8.8,8.8,3,182,1,no,no,no,product_rand,medium
8.6,7.9,4,225,2,no,no,no,mktg_sales,low
2.4,7.8,6,256,2,no,no,no,technical,high
5.9,4.2,3,135,2,yes,no,no,management,medium
7.8,8.3,3,144,2,no,no,no,management,medium
7.8,7.9,2,244,2,no,no,no,product_rand,low
9.4,8.3,4,222,1,no,no,no,product_rand,medium
8.8,4.8,4,264,2,no,no,no,technical,medium
7.9,7.1,4,139,2,no,no,no,management,low
5.3,9.3,3,224,5,no,yes,no,acct_it,low
6.1,8.5,4,247,2,yes,no,yes,product_rand,low
4.5,5.7,3,129,2,no,yes,no,management,low
4.2,7.8,4,275,3,no,no,no,product_rand,low
5.9,6.1,4,150,2,no,no,no,product_rand,medium
2.5,5,5,269,5,no,no,no,product_rand,medium
5.4,6.9,1,130,1,no,no,no,management,medium
9.3,4.4,3,255,7,no,no,no,product_rand,low
6,7.5,4,142,4,no,no,no,management,medium
4.7,4.6,3,155,2,yes,yes,no,management,low
9.1,10,2,116,4,no,no,no,management,high
9.8,7.7,2,132,1,yes,no,no,product_rand,low
8.3,5.2,3,269,2,no,no,no,acct_it,medium
9,8.7,4,230,4,no,yes,no,mktg_sales,low
6.5,5.1,3,157,2,yes,no,no,product_rand,medium
8.5,4.8,3,219,2,yes,no,no,management,low
4.8,7.5,4,214,3,no,yes,no,support_hr,medium
9.8,3.8,4,142,5,no,no,no,technical,medium
7.4,9.7,2,218,2,no,no,no,acct_it,high
8,9.2,4,166,2,no,no,no,product_rand,high
5.1,5.1,3,163,2,yes,yes,yes,product_rand,low
2.2,6.2,2,261,5,no,no,no,technical,low
9.8,9,2,185,3,no,no,no,product_rand,low
4.5,5.7,1,127,2,no,yes,no,product_rand,low
8.5,6.8,4,273,1,no,no,no,product_rand,low
5.8,7.4,4,170,9,no,no,yes,support_hr,high
8.7,9.7,3,158,2,no,no,no,support_hr,low
7.8,9.8,2,233,2,no,no,no,support_hr,high
6.6,5.4,4,172,2,no,no,no,acct_it,medium
7.3,5.3,4,178,1,no,no,no,product_rand,medium
6.4,6,4,192,2,no,no,no,support_hr,medium
7.8,9.8,3,107,1,no,no,no,technical,low
3.7,4.7,4,180,1,no,no,no,product_rand,low
4.4,5.5,1,161,2,no,yes,no,acct_it,low
8.4,5.6,1,224,4,yes,no,no,support_hr,high
6.9,5.4,6,206,1,no,no,no,product_rand,medium
7.7,9.8,4,164,2,yes,no,yes,support_hr,high
8,8.9,3,209,2,no,no,no,management,medium
9.9,9.8,3,169,2,yes,no,no,acct_it,low
7.9,7.5,4,167,6,no,no,no,product_rand,low
9.5,4.7,4,132,5,no,no,no,acct_it,medium
1.8,8.2,6,254,3,no,yes,no,acct_it,medium
7.3,8.8,4,156,1,no,no,no,technical,high
1.8,9.6,6,285,3,no,yes,no,support_hr,medium
8.7,8.6,4,170,2,no,no,no,product_rand,low
7.8,8.3,7,290,5,no,yes,no,management,low
8.4,9.3,4,247,2,no,no,no,acct_it,medium
6,5.4,2,257,1,no,no,no,management,low
6.9,8.3,4,247,1,no,no,no,acct_it,medium
5.1,5.4,1,132,2,no,yes,no,product_rand,low
8.9,7.1,5,254,2,no,no,no,management,medium
4.9,5.2,3,155,2,yes,yes,no,mktg_sales,medium
5.5,8.1,4,166,1,no,no,no,product_rand,low
5,6.1,5,235,5,no,no,no,product_rand,low
7.8,6.3,4,146,3,no,no,no,acct_it,medium
9.8,6.2,2,240,2,yes,no,no,management,low
9.4,7,6,209,3,no,no,no,technical,low
7.1,6.6,4,225,2,no,no,no,technical,medium
4.4,5,2,141,2,no,yes,no,mktg_sales,low
8.8,9.4,3,193,2,no,no,yes,product_rand,medium
6.5,8.9,4,238,1,no,no,no,support_hr,medium
6,7.4,4,266,2,no,no,no,management,medium
4,9.4,4,165,5,no,no,no,acct_it,low
1.9,9.4,7,288,3,no,yes,no,acct_it,medium
7.2,7.1,2,242,2,no,no,no,management,medium
8.6,6.8,4,155,1,no,no,no,acct_it,low
7.7,6.3,2,185,1,no,no,no,management,low
9.7,5.4,4,152,7,yes,no,no,product_rand,medium
2,9.7,5,256,3,no,yes,no,technical,high
2.4,5.7,5,143,3,yes,no,no,mktg_sales,low
8.7,8.1,4,256,2,no,no,no,mktg_sales,medium
6.5,7.1,2,215,3,no,no,no,support_hr,medium
5.1,4.6,3,154,2,no,yes,no,support_hr,low
8.7,6.5,2,193,2,no,no,no,management,medium
9.4,5.6,3,269,1,no,no,no,technical,low
6,9.8,4,164,1,no,no,no,management,medium
7.8,5.9,4,146,3,no,no,no,product_rand,medium
7.3,6.3,2,158,1,no,no,no,mktg_sales,medium
9.6,9.5,4,265,1,no,no,no,product_rand,low
9.3,8.7,5,221,5,yes,yes,no,acct_it,medium
8.2,7.5,3,227,2,no,no,yes,product_rand,medium
6,7.4,2,150,1,no,no,no,management,medium
2.7,5.8,4,170,4,no,no,no,technical,medium
6.4,8.2,5,193,2,no,no,no,management,low
9.1,8.3,2,154,2,no,no,no,technical,low
4.3,4.9,2,178,2,no,no,no,product_rand,high
7.8,8.3,4,132,3,no,no,no,management,high
5.4,7.4,4,103,3,no,no,no,product_rand,medium
6.2,7,6,151,3,no,no,no,product_rand,medium
9.8,8.9,3,217,1,no,no,no,product_rand,medium
8.8,7.4,4,178,1,yes,no,no,management,medium
6.9,7.2,4,138,2,no,no,no,product_rand,low
9.3,5.5,4,256,2,no,no,no,mktg_sales,low
8.1,6.7,4,262,2,no,no,no,product_rand,low
7.2,6.1,3,264,3,no,no,no,acct_it,medium
8.9,5,2,169,2,no,no,no,acct_it,medium
9.3,7.6,6,131,2,yes,no,no,mktg_sales,low
10,9.7,6,144,1,no,no,no,technical,medium
2.4,9.7,6,233,2,no,no,no,acct_it,low
8.8,9.8,4,177,2,no,no,no,product_rand,low
9.7,9.6,5,211,5,yes,no,no,acct_it,low
6.7,7,4,177,1,yes,no,no,product_rand,medium
7.3,5.7,4,248,2,no,no,no,mktg_sales,low
8.3,8.8,6,242,4,no,yes,no,management,medium
5.1,4.5,3,134,2,no,yes,yes,technical,low
9.1,4.8,3,139,6,no,no,no,technical,low
6.2,9.1,4,152,9,no,no,no,mktg_sales,high
1.8,9.5,5,264,3,yes,yes,no,acct_it,low
1.9,7.7,6,287,3,no,yes,no,technical,low
7.8,7.3,4,179,2,yes,no,no,acct_it,low
9.8,6.4,3,130,2,yes,no,no,acct_it,low
9.1,9.8,3,268,5,no,yes,no,mktg_sales,medium
7.7,9.9,3,280,2,no,yes,no,technical,medium
8,6.3,5,152,2,no,no,no,product_rand,low
5.1,5.3,3,149,2,no,yes,no,product_rand,low
7.6,9.1,2,135,1,no,no,no,management,medium
6,4.8,3,164,2,no,no,yes,support_hr,high
6.4,6.2,2,240,3,no,no,yes,product_rand,medium
5.3,7.9,3,177,1,no,no,no,acct_it,medium
7,4.9,5,236,7,no,no,no,product_rand,medium
9.2,5.2,2,180,2,no,no,no,product_rand,medium
1.8,9.3,7,274,3,no,yes,no,acct_it,low
8.7,8.9,5,153,3,no,no,no,product_rand,low
6.7,4.3,1,217,3,no,no,no,mktg_sales,high
6,8.8,4,170,2,no,no,no,management,low
7.2,6.1,6,229,2,no,no,no,acct_it,medium
